@/atom:SPCE/H   1       #"system.lt", line 15
$/mol:graphene[266]   1168       #"system.lt", line 62
$/mol:graphene[267]   1169       #"system.lt", line 62
$/mol:graphene[268]   1170       #"system.lt", line 62
$/mol:graphene[269]   1171       #"system.lt", line 62
$/mol:graphene[270]   1172       #"system.lt", line 62
$/mol:graphene[271]   1173       #"system.lt", line 62
$/mol:graphene[272]   1174       #"system.lt", line 62
$/mol:graphene[273]   1175       #"system.lt", line 62
$/mol:graphene[274]   1176       #"system.lt", line 62
$/mol:graphene[275]   1177       #"system.lt", line 62
$/mol:graphene[276]   1178       #"system.lt", line 62
$/mol:graphene[277]   1179       #"system.lt", line 62
$/mol:graphene[278]   1180       #"system.lt", line 62
$/mol:graphene[279]   1181       #"system.lt", line 62
$/mol:graphene[280]   1182       #"system.lt", line 62
$/mol:graphene[281]   1183       #"system.lt", line 62
$/mol:graphene[282]   1184       #"system.lt", line 62
$/mol:graphene[283]   1185       #"system.lt", line 62
$/mol:graphene[284]   1186       #"system.lt", line 62
$/mol:graphene[285]   1187       #"system.lt", line 62
$/mol:graphene[286]   1188       #"system.lt", line 62
$/mol:graphene[287]   1189       #"system.lt", line 62
$/mol:graphene[288]   1190       #"system.lt", line 62
$/mol:graphene[289]   1191       #"system.lt", line 62
$/mol:graphene[290]   1192       #"system.lt", line 62
$/mol:graphene[291]   1193       #"system.lt", line 62
$/mol:graphene[292]   1194       #"system.lt", line 62
$/mol:graphene[293]   1195       #"system.lt", line 62
$/mol:graphene[294]   1196       #"system.lt", line 62
$/mol:graphene[295]   1197       #"system.lt", line 62
$/mol:graphene[296]   1198       #"system.lt", line 62
$/mol:graphene[297]   1199       #"system.lt", line 62
$/mol:graphene[298]   1200       #"system.lt", line 62
$/mol:graphene[299]   1201       #"system.lt", line 62
$/mol:graphene[300]   1202       #"system.lt", line 62
$/mol:graphene[301]   1203       #"system.lt", line 62
$/mol:graphene[302]   1204       #"system.lt", line 62
$/mol:graphene[303]   1205       #"system.lt", line 62
$/mol:graphene[304]   1206       #"system.lt", line 62
$/mol:graphene[305]   1207       #"system.lt", line 62
$/mol:graphene[306]   1208       #"system.lt", line 62
$/mol:graphene[307]   1209       #"system.lt", line 62
$/mol:graphene[308]   1210       #"system.lt", line 62
$/mol:graphene[309]   1211       #"system.lt", line 62
$/mol:graphene[310]   1212       #"system.lt", line 62
$/mol:graphene[311]   1213       #"system.lt", line 62
$/mol:graphene[312]   1214       #"system.lt", line 62
$/mol:graphene[313]   1215       #"system.lt", line 62
$/mol:graphene[314]   1216       #"system.lt", line 62
$/mol:graphene[315]   1217       #"system.lt", line 62
$/mol:graphene[316]   1218       #"system.lt", line 62
$/mol:graphene[317]   1219       #"system.lt", line 62
$/mol:graphene[318]   1220       #"system.lt", line 62
$/mol:graphene[319]   1221       #"system.lt", line 62
$/mol:graphene[320]   1222       #"system.lt", line 62
$/mol:graphene[321]   1223       #"system.lt", line 62
$/mol:graphene[322]   1224       #"system.lt", line 62
$/mol:graphene[323]   1225       #"system.lt", line 62
$/mol:graphene[324]   1226       #"system.lt", line 62
$/mol:graphene[325]   1227       #"system.lt", line 62
$/mol:graphene[326]   1228       #"system.lt", line 62
$/mol:graphene[327]   1229       #"system.lt", line 62
$/mol:graphene[328]   1230       #"system.lt", line 62
$/mol:graphene[329]   1231       #"system.lt", line 62
$/mol:graphene[330]   1232       #"system.lt", line 62
$/mol:graphene[331]   1233       #"system.lt", line 62
$/mol:graphene[332]   1234       #"system.lt", line 62
$/mol:graphene[333]   1235       #"system.lt", line 62
$/mol:graphene[334]   1236       #"system.lt", line 62
$/mol:graphene[335]   1237       #"system.lt", line 62
$/mol:graphene[336]   1238       #"system.lt", line 62
$/mol:graphene[337]   1239       #"system.lt", line 62
$/mol:graphene[338]   1240       #"system.lt", line 62
$/mol:graphene[339]   1241       #"system.lt", line 62
$/mol:graphene[340]   1242       #"system.lt", line 62
$/mol:graphene[341]   1243       #"system.lt", line 62
$/mol:graphene[342]   1244       #"system.lt", line 62
$/mol:graphene[343]   1245       #"system.lt", line 62
$/mol:graphene[344]   1246       #"system.lt", line 62
$/mol:graphene[345]   1247       #"system.lt", line 62
$/mol:graphene[346]   1248       #"system.lt", line 62
$/mol:graphene[347]   1249       #"system.lt", line 62
$/mol:graphene[348]   1250       #"system.lt", line 62
$/mol:graphene[349]   1251       #"system.lt", line 62
$/mol:graphene[350]   1252       #"system.lt", line 62
$/mol:graphene[351]   1253       #"system.lt", line 62
$/mol:graphene[352]   1254       #"system.lt", line 62
$/mol:graphene[353]   1255       #"system.lt", line 62
$/mol:graphene[354]   1256       #"system.lt", line 62
$/mol:graphene[355]   1257       #"system.lt", line 62
$/mol:graphene[356]   1258       #"system.lt", line 62
$/mol:graphene[357]   1259       #"system.lt", line 62
$/mol:graphene[358]   1260       #"system.lt", line 62
$/mol:graphene[359]   1261       #"system.lt", line 62
$/mol:graphene[360]   1262       #"system.lt", line 62
$/mol:graphene[361]   1263       #"system.lt", line 62
$/mol:graphene[362]   1264       #"system.lt", line 62
$/mol:graphene[363]   1265       #"system.lt", line 62
$/mol:graphene[364]   1266       #"system.lt", line 62
$/mol:graphene[365]   1267       #"system.lt", line 62
$/mol:graphene[366]   1268       #"system.lt", line 62
$/mol:graphene[367]   1269       #"system.lt", line 62
$/mol:graphene[368]   1270       #"system.lt", line 62
$/mol:graphene[369]   1271       #"system.lt", line 62
$/mol:graphene[370]   1272       #"system.lt", line 62
$/mol:graphene[371]   1273       #"system.lt", line 62
$/mol:graphene[372]   1274       #"system.lt", line 62
$/mol:graphene[373]   1275       #"system.lt", line 62
$/mol:graphene[374]   1276       #"system.lt", line 62
$/mol:graphene[375]   1277       #"system.lt", line 62
$/mol:graphene[376]   1278       #"system.lt", line 62
$/mol:graphene[377]   1279       #"system.lt", line 62
$/mol:graphene[378]   1280       #"system.lt", line 62
$/mol:graphene[379]   1281       #"system.lt", line 62
$/mol:graphene[380]   1282       #"system.lt", line 62
$/mol:graphene[381]   1283       #"system.lt", line 62
$/mol:graphene[382]   1284       #"system.lt", line 62
$/mol:graphene[383]   1285       #"system.lt", line 62
$/mol:graphene[384]   1286       #"system.lt", line 62
$/mol:graphene[385]   1287       #"system.lt", line 62
$/mol:graphene[386]   1288       #"system.lt", line 62
$/mol:graphene[387]   1289       #"system.lt", line 62
$/mol:graphene[388]   1290       #"system.lt", line 62
$/mol:graphene[389]   1291       #"system.lt", line 62
$/mol:graphene[390]   1292       #"system.lt", line 62
$/mol:graphene[391]   1293       #"system.lt", line 62
$/mol:graphene[392]   1294       #"system.lt", line 62
$/mol:graphene[393]   1295       #"system.lt", line 62
$/mol:graphene[394]   1296       #"system.lt", line 62
$/mol:graphene[395]   1297       #"system.lt", line 62
$/mol:graphene[396]   1298       #"system.lt", line 62
$/mol:graphene[397]   1299       #"system.lt", line 62
$/mol:graphene[398]   1300       #"system.lt", line 62
$/mol:graphene[399]   1301       #"system.lt", line 62
$/mol:graphene[400]   1302       #"system.lt", line 62
$/mol:graphene[401]   1303       #"system.lt", line 62
$/mol:graphene[402]   1304       #"system.lt", line 62
$/mol:graphene[403]   1305       #"system.lt", line 62
$/mol:graphene[404]   1306       #"system.lt", line 62
$/mol:graphene[405]   1307       #"system.lt", line 62
$/mol:graphene[406]   1308       #"system.lt", line 62
$/mol:graphene[407]   1309       #"system.lt", line 62
$/mol:graphene[408]   1310       #"system.lt", line 62
$/mol:graphene[409]   1311       #"system.lt", line 62
$/mol:graphene[410]   1312       #"system.lt", line 62
$/mol:graphene[411]   1313       #"system.lt", line 62
$/mol:graphene[412]   1314       #"system.lt", line 62
$/mol:graphene[413]   1315       #"system.lt", line 62
$/mol:graphene[414]   1316       #"system.lt", line 62
$/mol:graphene[415]   1317       #"system.lt", line 62
$/mol:graphene[416]   1318       #"system.lt", line 62
$/mol:graphene[417]   1319       #"system.lt", line 62
$/mol:graphene[418]   1320       #"system.lt", line 62
$/mol:graphene[419]   1321       #"system.lt", line 62
$/mol:graphene[420]   1322       #"system.lt", line 62
$/mol:graphene[421]   1323       #"system.lt", line 62
$/mol:graphene[422]   1324       #"system.lt", line 62
$/mol:graphene[423]   1325       #"system.lt", line 62
$/mol:graphene[424]   1326       #"system.lt", line 62
$/mol:graphene[425]   1327       #"system.lt", line 62
$/mol:graphene[426]   1328       #"system.lt", line 62
$/mol:graphene[427]   1329       #"system.lt", line 62
$/mol:graphene[428]   1330       #"system.lt", line 62
$/mol:graphene[429]   1331       #"system.lt", line 62
$/mol:graphene[430]   1332       #"system.lt", line 62
$/mol:graphene[431]   1333       #"system.lt", line 62
$/mol:graphene[432]   1334       #"system.lt", line 62
$/mol:graphene[433]   1335       #"system.lt", line 62
$/mol:graphene[434]   1336       #"system.lt", line 62
$/mol:graphene[435]   1337       #"system.lt", line 62
$/mol:graphene[436]   1338       #"system.lt", line 62
$/mol:graphene[437]   1339       #"system.lt", line 62
$/mol:graphene[438]   1340       #"system.lt", line 62
$/mol:graphene[439]   1341       #"system.lt", line 62
$/mol:graphene[440]   1342       #"system.lt", line 62
$/mol:graphene[441]   1343       #"system.lt", line 62
$/mol:graphene[442]   1344       #"system.lt", line 62
$/mol:graphene[443]   1345       #"system.lt", line 62
$/mol:graphene[444]   1346       #"system.lt", line 62
$/mol:graphene[445]   1347       #"system.lt", line 62
$/mol:graphene[446]   1348       #"system.lt", line 62
$/mol:graphene[447]   1349       #"system.lt", line 62
$/mol:graphene[448]   1350       #"system.lt", line 62
$/mol:graphene[449]   1351       #"system.lt", line 62
$/mol:graphene[450]   1352       #"system.lt", line 62
$/mol:graphene[451]   1353       #"system.lt", line 62
$/mol:graphene[452]   1354       #"system.lt", line 62
$/mol:graphene[453]   1355       #"system.lt", line 62
$/mol:graphene[454]   1356       #"system.lt", line 62
$/mol:graphene[455]   1357       #"system.lt", line 62
$/mol:graphene[456]   1358       #"system.lt", line 62
$/mol:graphene[457]   1359       #"system.lt", line 62
$/mol:graphene[458]   1360       #"system.lt", line 62
$/mol:graphene[459]   1361       #"system.lt", line 62
$/mol:graphene[460]   1362       #"system.lt", line 62
$/mol:graphene[461]   1363       #"system.lt", line 62
$/mol:graphene[462]   1364       #"system.lt", line 62
$/mol:graphene[463]   1365       #"system.lt", line 62
$/mol:graphene[464]   1366       #"system.lt", line 62
$/mol:graphene[465]   1367       #"system.lt", line 62
$/mol:graphene[466]   1368       #"system.lt", line 62
$/mol:graphene[467]   1369       #"system.lt", line 62
$/mol:graphene[468]   1370       #"system.lt", line 62
$/mol:graphene[469]   1371       #"system.lt", line 62
$/mol:graphene[470]   1372       #"system.lt", line 62
$/mol:graphene[471]   1373       #"system.lt", line 62
$/mol:graphene[472]   1374       #"system.lt", line 62
$/mol:graphene[473]   1375       #"system.lt", line 62
$/mol:graphene[474]   1376       #"system.lt", line 62
$/mol:graphene[475]   1377       #"system.lt", line 62
$/mol:graphene[476]   1378       #"system.lt", line 62
$/mol:graphene[477]   1379       #"system.lt", line 62
$/mol:graphene[478]   1380       #"system.lt", line 62
$/mol:graphene[479]   1381       #"system.lt", line 62
$/mol:graphene[480]   1382       #"system.lt", line 62
$/mol:graphene[481]   1383       #"system.lt", line 62
$/mol:graphene[482]   1384       #"system.lt", line 62
$/mol:graphene[483]   1385       #"system.lt", line 62
$/mol:graphene[484]   1386       #"system.lt", line 62
$/mol:graphene[485]   1387       #"system.lt", line 62
$/mol:graphene[486]   1388       #"system.lt", line 62
$/mol:graphene[487]   1389       #"system.lt", line 62
$/mol:graphene[488]   1390       #"system.lt", line 62
$/mol:graphene[489]   1391       #"system.lt", line 62
$/mol:graphene[490]   1392       #"system.lt", line 62
$/mol:graphene[491]   1393       #"system.lt", line 62
$/mol:graphene[492]   1394       #"system.lt", line 62
$/mol:graphene[493]   1395       #"system.lt", line 62
$/mol:graphene[494]   1396       #"system.lt", line 62
$/mol:graphene[495]   1397       #"system.lt", line 62
$/mol:graphene[496]   1398       #"system.lt", line 62
$/mol:graphene[497]   1399       #"system.lt", line 62
$/mol:graphene[498]   1400       #"system.lt", line 62
$/mol:graphene[499]   1401       #"system.lt", line 62
$/mol:graphene[500]   1402       #"system.lt", line 62
$/mol:graphene[501]   1403       #"system.lt", line 62
$/mol:graphene[502]   1404       #"system.lt", line 62
$/mol:graphene[503]   1405       #"system.lt", line 62
$/mol:graphene[504]   1406       #"system.lt", line 62
$/mol:graphene[505]   1407       #"system.lt", line 62
$/mol:graphene[506]   1408       #"system.lt", line 62
$/mol:graphene[507]   1409       #"system.lt", line 62
$/mol:graphene[508]   1410       #"system.lt", line 62
$/mol:graphene[509]   1411       #"system.lt", line 62
$/mol:graphene[510]   1412       #"system.lt", line 62
$/mol:graphene[511]   1413       #"system.lt", line 62
$/mol:graphene[512]   1414       #"system.lt", line 62
$/mol:graphene[513]   1415       #"system.lt", line 62
$/mol:graphene[514]   1416       #"system.lt", line 62
$/mol:graphene[515]   1417       #"system.lt", line 62
$/mol:graphene[516]   1418       #"system.lt", line 62
$/mol:graphene[517]   1419       #"system.lt", line 62
$/mol:graphene[518]   1420       #"system.lt", line 62
$/mol:graphene[519]   1421       #"system.lt", line 62
$/mol:graphene[520]   1422       #"system.lt", line 62
$/mol:graphene[521]   1423       #"system.lt", line 62
$/mol:graphene[522]   1424       #"system.lt", line 62
$/mol:graphene[523]   1425       #"system.lt", line 62
$/mol:graphene[524]   1426       #"system.lt", line 62
$/mol:graphene[525]   1427       #"system.lt", line 62
$/mol:graphene[526]   1428       #"system.lt", line 62
$/mol:graphene[527]   1429       #"system.lt", line 62
$/mol:graphene[528]   1430       #"system.lt", line 62
$/mol:graphene[529]   1431       #"system.lt", line 62
$/mol:graphene[530]   1432       #"system.lt", line 62
$/mol:graphene[531]   1433       #"system.lt", line 62
$/mol:graphene[532]   1434       #"system.lt", line 62
$/mol:graphene[533]   1435       #"system.lt", line 62
$/mol:graphene[534]   1436       #"system.lt", line 62
$/mol:graphene[535]   1437       #"system.lt", line 62
$/mol:graphene[536]   1438       #"system.lt", line 62
$/mol:graphene[537]   1439       #"system.lt", line 62
$/mol:graphene[538]   1440       #"system.lt", line 62
$/mol:graphene[539]   1441       #"system.lt", line 62
$/mol:graphene[540]   1442       #"system.lt", line 62
$/mol:graphene[541]   1443       #"system.lt", line 62
$/mol:graphene[542]   1444       #"system.lt", line 62
$/mol:graphene[543]   1445       #"system.lt", line 62
$/mol:graphene[544]   1446       #"system.lt", line 62
$/mol:graphene[545]   1447       #"system.lt", line 62
$/mol:graphene[546]   1448       #"system.lt", line 62
$/mol:graphene[547]   1449       #"system.lt", line 62
$/mol:graphene[548]   1450       #"system.lt", line 62
$/mol:graphene[549]   1451       #"system.lt", line 62
$/mol:graphene[550]   1452       #"system.lt", line 62
$/mol:graphene[551]   1453       #"system.lt", line 62
$/mol:graphene[552]   1454       #"system.lt", line 62
$/mol:graphene[553]   1455       #"system.lt", line 62
$/mol:graphene[554]   1456       #"system.lt", line 62
$/mol:graphene[555]   1457       #"system.lt", line 62
$/mol:graphene[556]   1458       #"system.lt", line 62
$/mol:graphene[557]   1459       #"system.lt", line 62
$/mol:graphene[558]   1460       #"system.lt", line 62
$/mol:graphene[559]   1461       #"system.lt", line 62
$/mol:graphene[560]   1462       #"system.lt", line 62
$/mol:graphene[561]   1463       #"system.lt", line 62
